Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,In-Service Date,Commercial Operation Date,Cessation Date,Current Cluster,Cluster Group,Service Type,Status (Original)
GEN-2017-104,,,Lea County,NM,Hobbs 230kV Substation,SPS,Solar,240.0,240.0,240.0,6/19/2017,Withdrawn,,6/7/2021,,,12/15/2019,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-103,,,Chippewa County,MN,Granite Falls 230kV Substation,WAPA,Solar,8.0,8.0,8.0,5/20/2017,Withdrawn,,2/8/2018,,,10/1/2018,,,DISIS-2017-002,,ER,WITHDRAWN
GEN-2017-102,,,Roosevelt County,NM,Crossroads 345kV,SPS,Solar,67.5,67.5,67.5,4/30/2020,Withdrawn,4/30/2020,9/23/2022,,,4/30/2020,4/30/2020,,DISIS-2017-002,05 SOUTHWEST,ER,WITHDRAWN
GEN-2017-101,,,Hardeman County,TX,Russell - Lake Pauline 138 kV Line,AEP,Solar,67.5,67.5,67.5,7/10/2017,Withdrawn,4/30/2020,3/14/2022,,,4/30/2020,4/30/2020,,DISIS-2017-002,04 SOUTHEAST,ER,WITHDRAWN
GEN-2017-100,,,Texas County,OK,Texas County 115kV,SPS,Solar,102.6,102.6,102.6,5/31/2017,Completed,12/1/2025,,,,12/31/2019,12/1/2025,,DISIS-2017-001,05 SOUTHWEST,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-099,,,Edwards County,KS,Post Rock - Spearville 345 kV,ITCGP,Wind,150.0,150.0,150.0,5/31/2017,Withdrawn,11/1/2023,6/14/2022,,,11/1/2021,11/1/2023,,DISIS-2017-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2017-098,,,Meade County,SD,Maurine 230 kV sub,WAPA,Wind,200.0,200.0,200.0,5/26/2017,Withdrawn,,3/21/2018,,,12/15/2020,,,,,ER/NR,WITHDRAWN
GEN-2017-097,,,Pennington County,SD,Underwood 115 kV Sub,WAPA,Solar,128.0,128.0,128.0,5/31/2017,Completed,6/29/2024,,,,1/9/2022,6/29/2024,,DISIS-2017-001,01 NORTH,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-096,,,Pennington County,SD,New Underwood Substation 115 kV,WAPA,Solar,25.0,25.0,25.0,5/30/2017,Withdrawn,,12/14/2017,,,12/31/2020,,,,,ER/NR,WITHDRAWN
GEN-2017-095,,,Ford County,KS,Eastown - Iatan 345kV,KCPL,Wind,200.0,200.0,200.0,5/31/2017,Withdrawn,,12/4/2020,,,12/1/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-094,,,Wessington/Hand Counties,SD,Fort Thompson-Huron 230 kV,WAPA,Wind,200.0,200.0,200.0,5/24/2017,Completed,11/1/2023,,,,10/6/2020,11/1/2023,,DISIS-2017-001,01 NORTH,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-093,,,Lea County,NM,Whitten - Ochoe 115 kV,SPS,Solar,99.0,99.0,99.0,5/24/2017,Withdrawn,,6/27/2018,,,9/30/2019,,,,,ER/NR,WITHDRAWN
GEN-2017-092,,,Muskogee County,OK,Canadian River-Muskogee and Muskogee-Seminole 345kV,OGE,Solar,200.0,200.0,200.0,5/30/2017,Completed,12/31/2026,,,,6/1/2023,12/31/2026,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-091,,,Lamb County,TX,Lamton 115kV,SPS,Solar,26.3,26.3,26.3,5/29/2017,Withdrawn,,11/27/2020,,,3/30/2023,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-090,,,Bates County,MO,Adrian 161 kV sub,KCPL,Solar,150.0,150.0,150.0,5/31/2017,Withdrawn,,3/16/2022,,,12/1/2019,,,DISIS-2017-001,03 CENTRAL,ER,WITHDRAWN
GEN-2017-089,,,Texas County,OK,Tap Goodwell Sub 115 kV,SPS,Solar,102.0,102.0,102.0,5/30/2017,Withdrawn,,11/14/2017,,,12/31/2021,,,,,ER/NR,WITHDRAWN
GEN-2017-088,,,Bowie County,TX,Valiant-Lydia 345kV,AEP,Solar,200.0,200.0,200.0,5/26/2017,Withdrawn,,1/8/2019,,,2/15/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-087,,,Curry County,NM,Clovis Interchange 115 kV,SPS,Solar,128.0,128.0,128.0,5/31/2017,Withdrawn,,5/14/2021,,,12/31/2020,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-086,,,Harper County,KS,Viola 345kV,WERE,Wind,150.0,150.0,150.0,5/25/2017,Completed,7/23/2025,,,,12/1/2021,7/23/2025,,DISIS-2017-001,03 CENTRAL,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-085,,,Saline County,NE,Friend 115kV,NPPD,Wind,0.6,0.6,0.6,5/10/2017,Withdrawn,6/30/2023,4/13/2022,,,12/31/2019,6/30/2023,,DISIS-2017-001,02 NEBRASKA,ER/NR,WITHDRAWN
GEN-2017-084,,,Castro County,TX,Newhart-Swisher 230kV,SPS,Solar,89.3,89.3,89.3,5/31/2017,Withdrawn,,11/27/2020,,,3/30/2023,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-083,,,Thomas County,KS,Mingo 115kV,SUNC,Wind,100.0,100.0,100.0,5/19/2017,Withdrawn,,12/4/2020,,,12/1/2019,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-082,,,Barton/Jasper Counties,MO,Asbury Plant 161 kV,EDE,Wind,149.4,149.4,149.4,5/31/2017,Completed,12/31/2020,,,,7/1/2020,12/31/2020,,DISIS-2017-001,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-081,,,Randall County,TX,Amarillo South-Swisher 230kV,SPS,Solar,300.0,300.0,300.0,5/29/2017,Withdrawn,,12/7/2020,,,12/30/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-080,,,Lamb County,TX,Tolk 230 kV substation,SPS,Solar,525.0,525.0,525.0,5/29/2017,Withdrawn,,5/12/2021,,,12/31/2020,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-079,,,Castro County,TX,Hart Industrial 115kV sub,SPS,Solar,49.875,49.875,49.875,5/29/2017,Withdrawn,,11/27/2020,,,3/30/2023,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-078,,,Roosevelt County,NM,Eddy County-Tolk (Crossroads) 345kV,SPS,Wind,220.0,220.0,220.0,5/30/2017,Withdrawn,,5/14/2021,,,12/1/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-077,,,Mayes County,OK,Explorer Claremore Tap COOYYAH4,AEP,Solar,124.7,124.7,124.7,5/28/2017,Completed,5/6/2026,,,,12/1/2021,5/6/2026,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-076,,,Benton County,AR,Chamber Springs 161kV sub,AEP,Solar,52.2,52.2,52.2,5/28/2017,,12/1/2024,,,,12/1/2021,12/1/2024,,DISIS-2017-001,04 SOUTHEAST,ER,TERMINATED
GEN-2017-075,,,Johnston County,OK,Hugo-Sunnyside 345 kV,OGE,Solar,200.0,200.0,200.0,5/28/2017,Completed,12/1/2026,,,,12/1/2021,12/1/2026,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-074,,,Mayes County,OK,Pryor Junction 138kV sub,AEP,Solar,72.5,72.5,72.5,5/28/2017,Completed,8/3/2026,,,,12/1/2021,8/3/2026,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-073,,,Mayes County,OK,Dry Gulch 161kV sub,GRDA,Solar,72.5,72.5,72.5,5/28/2017,Completed,8/2/2026,,,,12/1/2021,8/2/2026,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-072,,,Payne County,OK,Greenwood 138kV sub,OGE,Solar,52.2,52.2,52.2,5/28/2017,Completed,12/1/2025,,,,12/1/2021,12/1/2025,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-071,,,Payne County,OK,Greenwood 138kV sub,OGE,Solar,124.7,124.7,124.7,5/28/2017,Completed,12/1/2025,,,,12/1/2021,12/1/2025,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-070,,,Caddo Parish,LA,Port Robson 138kV sub,AEP,Solar,52.2,52.2,52.2,5/28/2017,Withdrawn,,1/18/2019,,,12/1/2019,,,,,ER/NR,WITHDRAWN
GEN-2017-069,,,Quay County,NM,Norton 115 kV Switching Station,SPS,Solar,1.8,1.8,1.8,5/16/2017,Withdrawn,12/1/2023,5/15/2021,,,,12/1/2023,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-068,,,Sumner County,KS,Gordon Evans 138kV Substation,WERE,Solar,103.5,103.5,103.5,5/30/2017,Completed,12/15/2028,,,,12/31/2020,12/15/2028,,DISIS-2017-001,03 CENTRAL,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-067,,,Caddo County,OK,Minco 345kV substation,OGE,Solar,200.25,200.25,200.25,5/30/2017,Withdrawn,,12/7/2020,,,12/31/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-066,,,Caddo County,OK,Oney 138 kv Sub,WFEC,Solar,150.8,150.8,150.8,5/30/2017,Withdrawn,,12/7/2020,,,12/31/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-065,,,Wilbarger County,TX,Oklaunion 345 kV sub,AEP,Solar,200.25,200.25,200.25,5/30/2017,Withdrawn,,5/14/2021,,,12/31/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-064,,,Oglala and Custer Counties,SD,Underwood - Wayside 230 kV,WAPA,Solar,110.0,110.0,110.0,5/8/2017,Withdrawn,,11/29/2021,,,12/31/2023,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-063,,,Rush County,KS,Post Rock - Spearville 345 kV,ITCGP,Wind,202.1,202.1,202.1,5/31/2017,Withdrawn,,10/9/2019,,,12/1/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-062,,,Beaver County,OK,Tap 765kV line between proposed Twin Counties to Tulsa North substation,AEP,Thermal,488.0,488.0,488.0,5/31/2017,Withdrawn,,10/1/2018,,,12/31/2022,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-061,,,Mayes County,OK,GRDA1 to CLARMR 5 161kV line,GRDA,Solar,101.5,101.5,101.5,5/28/2017,Completed,8/25/2026,,,,12/1/2021,8/25/2026,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-060,,,Barton County,MO,LaRussell Energy Center 161kV,EDE,Wind,149.4,149.4,149.4,5/30/2017,Completed,4/21/2021,,,,9/1/2020,4/21/2021,,DISIS-2017-001,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-059,,,Hale County,TX,TUCO 230kV,SPS,Solar,90.0,90.0,90.0,5/31/2017,Withdrawn,,5/15/2021,,,12/31/2019,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-058,,,Deaf Smith County,TX,Hereford Northeast 115kV substation,SPS,Solar,135.0,135.0,135.0,5/29/2017,Withdrawn,,4/23/2021,,,12/31/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-057,,,Caddo Parish,LA,Hosston 69kV,AEP,Solar,72.5,72.5,72.5,5/30/2017,Completed,7/18/2025,,,,12/1/2021,7/18/2025,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-056,,,Morton County,ND,Antelope Valley - Huron 345 kV Line,WAPA,Wind,210.0,210.0,210.0,5/30/2017,Withdrawn,,11/1/2017,,,12/31/2020,,,,,ER/NR,WITHDRAWN
GEN-2017-055,,,Lancaster County,NE,Wagener 115 kV Sub,LES,Solar,228.25,228.25,228.25,5/28/2017,Withdrawn,4/1/2023,6/14/2021,,,12/1/2021,4/1/2023,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-054,,,Lincoln County,SD,Virgil Fodness 230 kV Sub,WAPA,Solar,102.0,102.0,102.0,5/30/2017,Withdrawn,,1/12/2018,,,12/1/2019,,,,,ER/NR,WITHDRAWN
GEN-2017-053,,,Cotton County,OK,Tap Hollister SW - PSO Walters 69 kV,WFEC,Solar,50.0,50.0,50.0,5/4/2017,Withdrawn,,12/4/2020,,,1/7/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-052,,,Stanton County,KS,Tap Bear Creek-Johnson Corner 115 kV,SUNC,Solar,25.0,25.0,25.0,5/4/2017,Withdrawn,,5/11/2021,,,1/7/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-051,,,Greer County,OK,Tap Lake Creek SW - Russell SW 69 kV,WFEC,Solar,30.0,30.0,30.0,5/4/2017,Withdrawn,,5/11/2021,,,1/7/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-050,,,Crawford County,KS,Tap Neosho – Crawford 69 kV,WERE,Solar,25.0,25.0,25.0,5/4/2017,Withdrawn,,12/4/2020,,,1/7/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-049,,,Hodgeman County,KS,Tap Pawnee Valley - Hanston 69kV,MIDW,Solar,50.0,50.0,50.0,5/4/2017,Withdrawn,,12/4/2020,,,1/7/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-048,,,Williams County,ND,Neset 230 kV Substation,BEPC,Wind,300.0,300.0,300.0,5/31/2017,,12/31/2027,11/17/2025,,,8/30/2024,12/31/2027,,DISIS-2017-001,01 NORTH,ER,TERMINATED
GEN-2017-047,,,Beaver County,OK,Bull Creek 115 kV substation,SPS,Wind,102.0,102.0,102.0,5/18/2017,Completed,12/27/2024,,,,12/31/2019,12/27/2024,,DISIS-2017-001,05 SOUTHWEST,ER/NR,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-046,,,Ochiltree County,TX,Canadian River-Muskogee and Muskogee-Seminole 345kV,SPS,Wind,200.1,200.1,200.1,5/30/2017,Withdrawn,,10/11/2018,,,6/1/2020,,,,,ER,WITHDRAWN
GEN-2017-045,,,Ochiltree County,TX,Canadian River-Muskogee and Muskogee-Seminole 345kV,SPS,Wind,200.1,200.1,200.1,5/30/2017,Withdrawn,,10/11/2018,,,6/1/2020,,,,,ER,WITHDRAWN
GEN-2017-044,,,Ochiltree County,TX,Canadian River-Muskogee and Muskogee-Seminole 345kV,SPS,Wind,200.1,200.1,200.1,5/30/2017,Withdrawn,,10/11/2018,,,6/1/2020,,,,,ER,WITHDRAWN
GEN-2017-043,,,Bryan County,OK,Tap Sunnyside-Hugo 345 kV Line,OGE,Thermal - CT,1550.0,1550.0,1550.0,5/26/2017,Withdrawn,,6/11/2018,,,12/31/2021,,,,,ER/NR,WITHDRAWN
GEN-2017-042,,,Bryan County,OK,Tap Sunnyside-Hugo 345 kV Line,OGE,Thermal - CC,1100.0,1100.0,1100.0,5/26/2017,Withdrawn,,1/28/2018,,,12/31/2021,,,,,ER/NR,WITHDRAWN
GEN-2017-041,,,Ford County,KS,Eastown - Iatan 345kV,KCPL,Wind,200.0,200.0,200.0,5/31/2017,Withdrawn,,12/4/2020,,,12/1/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-040,,,Ochiltree County,TX,Canadian River-Muskogee and Muskogee-Seminole 345kV,OGE,Solar,200.1,200.1,200.1,5/31/2017,Completed,12/31/2026,,,,6/1/2020,12/31/2026,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-039,,,Bailey County,TX,Needmore 230 kV sub,SPS,Wind,200.1,200.1,200.1,5/30/2017,Withdrawn,9/30/2021,4/23/2021,,,9/30/2021,9/30/2021,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-038,,,Ford County,KS,Eastown - Iatan 345kV,KCPL,Wind,200.0,200.0,200.0,5/31/2017,Withdrawn,,12/4/2020,,,12/1/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-037,,,Scott Bluff County,NE,Bobcat 115kV,NPPD,Solar,20.0,20.0,20.0,5/25/2017,Withdrawn,,9/10/2020,,,12/31/2018,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-036,,,Kiowa County,OK,Snyder - Cache 138 kV,AEP,Solar,100.0,100.0,100.0,5/31/2017,Completed,2/22/2025,,,,12/1/2022,2/22/2025,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-035,,,Ellsworth County,KS,Ellsworth - Bushton 115 kV,SUNC,Wind,85.0,85.0,85.0,5/31/2017,Withdrawn,,4/16/2020,,,12/1/2019,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-034,,,Ellsworth County,KS,Ellsworth - Bushton 115 kV,MIDW,Wind,25.0,25.0,25.0,5/31/2017,Withdrawn,,11/1/2017,,,12/1/2019,,,,,ER/NR,WITHDRAWN
GEN-2017-033,,,Baylor County,TX,Oklaunion 345 kV sub,AEP,Wind,200.0,200.0,200.0,5/31/2017,Completed,12/23/2024,,,,12/31/2020,12/23/2024,,DISIS-2017-001,05 SOUTHWEST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-032,,,Kiowa County,CO,Finney - Lamar 345 kV,SPS,Wind,200.0,200.0,200.0,5/31/2017,Withdrawn,11/1/2023,6/14/2022,,,12/1/2019,11/1/2023,,DISIS-2017-001,03 CENTRAL,ER,WITHDRAWN
GEN-2017-031,,,Garden County,NE,Wildhorse - Covalt 115 kV,NPPD,Wind,100.0,100.0,100.0,5/30/2017,Withdrawn,,6/7/2021,,,9/30/2021,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-030,,,Ford County,KS,Eastown - Iatan 345kV,KCPL,Wind,200.0,200.0,200.0,5/31/2017,Withdrawn,,5/14/2021,,,12/1/2020,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-029,,,Deaf Smith County,TX,Deaf Smith - Bushland 230 kV or Potter County - Newhart 230 kV,SPS,Wind,270.0,270.0,270.0,5/31/2017,Withdrawn,,11/1/2017,,,12/31/2020,,,,,ER/NR,WITHDRAWN
GEN-2017-028,,,Canadian County,OK,El Reno SW 138kV Switching Station,WFEC,Solar,50.0,50.0,50.0,5/31/2017,Withdrawn,,5/14/2021,,,12/1/2019,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-027,,,Carter County,OK,Pooleville-Ratliff (Carter County) 138kV,OGE,Wind,140.0,140.0,140.0,5/31/2017,Completed,12/21/2021,,,,11/1/2021,12/21/2021,,DISIS-2017-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-026,,,Palmer County,TX,Tolk 230kV,SPS,Wind,235.0,235.0,235.0,5/31/2017,Withdrawn,,5/14/2021,,,12/31/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-025,,,Emmitt County,IA,Superior 69 kV sub,CBPC,Wind,74.0,74.0,74.0,5/31/2017,Withdrawn,,7/3/2019,,,12/1/2020,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-024,,,Choctaw County,OK,Frogville 138 kV sub,WFEC,Solar,50.0,50.0,50.0,5/31/2017,Withdrawn,,5/14/2021,,,12/1/2019,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-023,,,Choctaw County,OK,Hugo Power Plant 138 kV Sub,WFEC,Solar,85.0,85.0,85.0,5/31/2017,Completed,8/13/2026,,,,,8/13/2026,,DISIS-2017-001,04 SOUTHEAST,ER/NR,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-022,,,Wilson County,KS,Altoona- NE Parson 138kV,WERE,Solar,65.0,65.0,65.0,5/31/2017,Completed,3/31/2027,,,,12/1/2019,3/31/2027,,DISIS-2017-001,03 CENTRAL,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-021,,,Edwards County,KS,Post Rock - Spearville 345 kV,ITCGP,Wind,200.0,200.0,200.0,5/30/2017,Withdrawn,11/1/2023,6/14/2022,,,11/1/2022,11/1/2023,,DISIS-2017-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2017-020,,,Perkins County,SD,Maurine 230 kV sub,WAPA,Wind,250.0,250.0,250.0,5/31/2017,Withdrawn,,4/16/2020,,,12/1/2020,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-019,,,Haakon County,SD,Philip Tap 230 kV,WAPA,Wind,250.0,250.0,250.0,5/31/2017,Withdrawn,,10/10/2017,,,9/1/2019,,,,,ER/NR,WITHDRAWN
GEN-2017-018,,,Barber County,KS,Thistle 345 kV sub,ITCGP,Solar,189.0,189.0,189.0,5/30/2017,Completed,4/30/2025,,,,12/31/2020,4/30/2025,,DISIS-2017-001,03 CENTRAL,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-017,,,Thomas County,KS,Mingo-Setab 345kV,SUNC,Wind,200.0,200.0,200.0,5/30/2017,Withdrawn,,4/16/2020,,,12/31/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-016,,,Quay County,NM,Norton 115 kV Switching Station,SPS,Solar,33.0,33.0,33.0,5/30/2017,Withdrawn,12/1/2023,5/15/2021,,,10/7/2023,12/1/2023,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-015,,,Johnson County,OK,Mill Creek 138kV,OGE,Wind,190.0,190.0,190.0,4/14/2017,Withdrawn,,4/17/2018,,,12/31/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-014,,,Haakon County,SD,Philip Tap 230 kV,WAPA,Wind,300.0,300.0,300.0,5/22/2017,Completed,12/1/2027,,,,12/1/2020,12/1/2027,,DISIS-2017-001,01 NORTH,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-013,,,Thomas County,KS,Mingo 345kV,SUNC,Wind,200.0,200.0,200.0,5/22/2017,Withdrawn,11/1/2023,11/8/2021,,,12/1/2019,11/1/2023,,DISIS-2017-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2017-012,,,Castro County,TX,Newhart-Potter County 230 kV,SPS,Wind,201.6,201.6,201.6,5/12/2017,Withdrawn,,12/7/2020,,,12/15/2021,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2017-011,,,Ellis County,OK,Badger-Woodward EHV Dbl Ckt 345kV,OGE,Solar,151.8,151.8,151.8,5/17/2017,Withdrawn,12/31/2026,,,,12/31/2019,12/31/2026,,DISIS-2017-001,04 SOUTHEAST,ER,WITHDRAWN
GEN-2017-010,,,Bowman County,ND,Rhame 230 kV Sub,BEPC,Wind,200.1,200.1,200.1,4/14/2017,Completed,12/18/2025,,,,10/31/2022,12/18/2025,,DISIS-2017-001,01 NORTH,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-009,,,Neoshoe County,KS,Neosho - Caney River 345 kV,WERE,Wind,302.0,302.0,302.0,4/14/2017,Completed,5/1/2021,,,,10/31/2020,5/1/2021,,DISIS-2017-001,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-008,,,Nuckolls County,NE,Pauline 345kV Substation,NPPD,Solar,305.0,305.0,305.0,4/14/2017,Withdrawn,,6/7/2021,,,12/31/2019,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-007,,,Curray and Quay Counties,NM,Pleasant Hill 230 kV sub,SPS,Wind,297.5,297.5,297.5,4/14/2017,Withdrawn,,6/7/2021,,,10/20/2020,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-006,,,Fillmore and Saline Counties,NE,Tobias 345kV Substation,NPPD,Wind,73.6,73.6,73.6,4/14/2017,Withdrawn,,11/4/2020,,,10/31/2022,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2017-005,,,Bourbon and Crawford Counties,OK,Marmaton - Litchfield 161 kV,WERE,Wind,190.0,190.0,190.0,4/14/2017,Completed,12/13/2021,,,,12/31/2020,12/13/2021,,DISIS-2017-001,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2017-004,,,Cloud County,KS,Elm Creek - Summit 345 kV,ITCGP,Wind,201.6,201.6,201.6,4/14/2017,Completed,11/30/2027,,,,12/31/2021,11/30/2027,,DISIS-2017-001,03 CENTRAL,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2017-003,,,Little River,AR,Tap Nekoosa Tap-Ashdown 69 kV,AEP,Solar,21.6,21.6,21.6,1/31/2017,Withdrawn,,11/14/2017,,,12/31/2018,,,,,ER/NR,WITHDRAWN
GEN-2017-002,,,Sebastian County,AR,Huntington 69 kV sub,AEP,Solar,21.6,21.6,21.6,1/31/2017,Withdrawn,,11/14/2017,,,12/31/2018,,,,,ER/NR,WITHDRAWN
GEN-2017-001,,,Custer,NE,Sweetwater 345kV,NPPD,Wind,250.0,250.0,250.0,12/30/2016,Withdrawn,,12/7/2020,,,12/31/2023,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2016-177,,,Gaines,TX,XTO-Cornell 115 kV station,SPS,Thermal - Gas Turbine,17.0,14.4,17.0,1/23/2017,Completed,7/28/2021,,,,,7/28/2021,,DISIS-2016-002-1,05 SOUTHWEST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2016-176,,,Nemaha County,KS,Stranger Creek 345kV,WERE,Wind,302.0,302.0,302.0,12/15/2016,Completed,12/6/2021,,,,12/31/2019,12/6/2021,,DISIS-2016-002-1,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2016-175,,,Crosby,TX,Border-TUCO 345kV,SPS,Wind,150.0,150.0,150.0,11/30/2016,Withdrawn,,4/16/2020,,,6/1/2020,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2016-174,,,Nemaha,KS,Stranger Creek 345kV,WERE,Wind,302.0,302.0,302.0,11/30/2016,Completed,11/18/2020,,,,9/15/2019,11/18/2020,,DISIS-2016-002-1,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2016-173,,,Gouda Springs,KS,Creswell 69 kV Sub,WERE,Solar,42.0,42.0,42.0,11/28/2016,Withdrawn,,11/18/2020,,,9/15/2019,,,DISIS-2017-001,,ER/NR,WITHDRAWN
GEN-2016-172,,,Castro County,TX,Newhart 115kV,SPS,Wind,231.0,231.0,231.0,11/23/2016,Withdrawn,,5/14/2021,,,12/31/2018,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2016-171,,,Lea,NM,Hobbs-Yoakum 230kV,SPS,Solar,64.0,60.8,64.0,11/30/2016,Withdrawn,,10/23/2020,,,12/20/2020,,,DISIS-2017-001,,ER,WITHDRAWN
GEN-2016-170,,,Nemaha,KS,Kelly 115 kV Substation,WERE,Wind,100.0,100.0,100.0,11/21/2016,Withdrawn,,4/6/2017,,,12/15/2019,,,,,ER/NR,WITHDRAWN
GEN-2016-169,,,Hobbs County,NM,Hobbs 345kV,SPS,Solar,260.0,260.0,260.0,11/30/2016,Withdrawn,,8/13/2018,,,12/29/2018,,,,,ER/NR,WITHDRAWN
